,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Opening_Time,Popular_for,Category,Latitude,Longitude,Img_Path,Charge
117,117,118,Chick N Falafel,"
",Thamel Chowk,"Kathmandu 44600, ",   Central Region,#NAME?,8:00 AM - 11:00 PM,"Fast Food, Mediterranean, Middle Eastern","Restaurant,Fast Food ",27.714746,85.310877,Chick N Falafel.jpg,"NPRÂ 221 -
NPRÂ 775"
118,118,119,Silauta Restaurant,"
Silauta restaurant is located in Thamnel, chaksibari Marga , where we serve all type of Nepali traditional and typical food. We have a sunny garden or hall seating place for our food lovers.
",J.P. Road,"Kathmandu 44600, ",   Bagmati Zone,+977 985-1040518,6:00 AM - 10:00 PM,"Asian, Nepali, Indian",Restaurant,27.714238,85.309758,Silauta Restaurant.jpg,"NPRÂ 221 -
NPRÂ 775"
119,119,120,Kaiser Cafe,"
",Thamel,"Kathmandu 459, ",   Bagmati Zone,+977 1-4479488,6:00 AM - 10:00 PM," European, Central European","Restaurant,Cafe ",27.713858,85.315151,Kaiser Cafe.jpg,"NPRÂ 1,661 -
NPRÂ 3,321"
120,120,121,Three Stones Restaurant,"
",6 Inachu,"Bhaktapur 44800, ",   Bagmati Zone,+977 980-3066188,9:00 AM - 9:00 PM,, Details,42.848542,-72.560815,Three Stones Restaurant.jpg,"NPRÂ 1,661 -
NPRÂ 3,321"
121,121,122,Three Stones Restaurant,"
",6 Inachu,"Bhaktapur 44800, ",   Bagmati Zone,+977 980-3066188,9:00 AM - 9:00 PM,,Restaurant ,42.848542,-72.560815,Three Stones Restaurant.jpg,"NPRÂ 1,661 -
NPRÂ 3,321"
122,122,123,Nyatapola Rooftop Cafe,"
",Taumadhi square,"Bhaktapur 44800, ",   Bagmati Zone,+977 1-6612004,8:00 AM - 8:00 PM,,Restaurant,27.671359,85.429328,Nyatapola Rooftop Cafe.jpg,"NPRÂ 1,661 -
NPRÂ 3,321"
123,123,124,City Gaon Resort & Restaurant,"
City Gaon Garden Restaurant and Resort is located in the beautiful city of Bhaktapur. It is a 30 minutes drive from Airport. The fertile valley has ever since been resided by people of great cultural heritage of art and architecture.
",Araniko Highway,"Bhaktapur 44800, ",   Bagmati Zone,+977 1-6540445,7:30 AM - 9:30 PM,"Asian, Nepali",Restaurant ,27.659539,85.449018,City Gaon Resort & Restaurant.jpg,"NPRÂ 221 -
NPRÂ 554"
124,124,125,Highland Beans Coffee And Travellers cafe,"
International Restaurant / Bar / Cafe on three floors with trassee: Breakfast, Fresh Kitchen (Salad, Pizza, Spaghetti, Burgers, Momo, Dhal Bhat) freshly baked cakes and coffee from trained baristas We also organize transport, air tickets and accommodation
",,"Bhaktapur 44800, ",   Bagmati Zone,+977 1-6610110,7:00 AM - 10:00 PM,"Italian, Chinese, American",Restaurant ,27.667074,85.321859,Highland Beans Coffee And Travellers cafe.jpg,NPRÂ 664
125,125,126,Newa Family Restaurant,"
",Tibukchhen,"Bhaktapur 44800, ",   Bagmati Zone,6611908,7:00 AM - 10:00 PM,,Restaurant ,40.095632,-76.10836,Newa Family Restaurant.jpg,NPRÂ 664
126,126,127,The Second Spot,"
Family Restaurant with Good and Peaceful Environment . Enjoy the Delicious and Healthy Food with Good View.
",Pottery Square,"Bhaktapur 44800, ",   Bagmati Zone,+977 984-1040425,7:00 AM - 10:00 PM,"Chinese, Indian","Restaurant,Café",0,0,The Second Spot.jpg,"NPRÂ 5,535"
127,127,128,Boudha Stupa Roof Top Restaurant,"
","Bhaktapur-10, Bhaktapur Darbar Square","Bhaktapur 44800, ",   Bagmati Zone,+977 1-6617778,7:00 AM - 10:00 PM,,Restaurant ,27.672074,85.428102,Boudha Stupa Roof Top Restaurant.jpg,"NPRÂ 5,535"
128,128,129,Underground Cafe,"
",7 Adarsha,"Bhaktapur 44800, ",   Bagmati Zone,+977 980-8307725,7:00 AM - 10:00 PM,,Restaurant,0,0,Underground Cafe.jpg,"NPRÂ 5,535"
129,129,130,Marco Polo Restaurant,"
",Taumadhi Tole,"Bhaktapur 44800, ",   Central Region,#NAME?,7:00 AM - 10:00 PM,,Restaurant ,40.076906,-75.128265,Marco Polo Restaurant.jpg,"NPRÂ 5,535"
130,130,131,Palace Restaurant,"
",Durbar Square Bhaktapur,"Bhaktapur 44800, ",   Bagmati Zone,+977 1-6614815,7:00 AM - 10:00 PM,"Asian, Nepali",Restaurant ,27.67186,85.428125,Palace Restaurant.jpg,"NPRÂ 5,535"
131,131,132,Khwopa Garden Restaurant,"
",Dudhapati,"Bhaktapur 44800, ",   Bagmati Zone,+977 984-1300929,9:00 AM - 9:00 PM,"Indian, Pizza, Asian",Restaurant ,27.671764,85.422538,Khwopa Garden Restaurant.jpg,"NPRÂ 5,535"
132,132,133,Coffee Klatch,"
",12 Rammandir Rd,"Bhaktapur 44800, ",   Bagmati Zone,+977 984-1890842,9:00 AM - 9:00 PM,,"Restaurant,Café",39.122427,-94.946761,Coffee Klatch.jpg,"NPRÂ 5,535"
133,133,134,Nagarkot Mini Restaurant,"
",Naldum 8,"Bhaktapur 44812, ",   Central Region,#NAME?,9:00 AM - 9:00 PM,,Restaurant ,27.728816,85.526729,Nagarkot Mini Restaurant.jpg,"NPRÂ 5,535"
134,134,135,Good view restaurant,"
",5 Kwachenp,"Bhaktapur 44800, ",   Bagmati Zone,+977 984-1753264,9:00 AM - 9:00 PM,"Asian, Nepali",Restaurant,32.77546,-96.808954,Good view restaurant.jpg,"NPRÂ 5,535"
135,135,136,Universal Tandoori Cafe,"
",Tinkune,"Bhaktapur 44800, ",   Bagmati Zone,+977 1-6615225,8:00 AM - 9:30 PM,"Indian, Pizza","Restaurant ,Café",37.321686,-121.992375,Universal Tandoori Cafe.jpg,"NPRÂ 5,535"
136,136,137,8 Degrees,"
",Damkal Sadak Jhamsikhel,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5543740,8:00 AM - 9:30 PM,Asian,Restaurant ,27.676365,85.312817,8 Degrees.jpg,"NPRÂ 5,535"
137,137,138,Ghangri Cafe,"
",Pulchok,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5528703,11:00 AM - 9:00 PM,Asian,Restaurant ,27.676142,85.314249,Ghangri Cafe.jpg,"NPRÂ 5,535"
138,138,139,The Busy Bean,"
",Jhamsikhel,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5535977,8:00 AM - 8:00 PM,,"Restaurant,Cafe ",44.4633,-88.92028,The Busy Bean.jpg,"NPRÂ 5,535"
139,139,140,Tamarind Restro and Bar,"
","Sharada Niwas, Jhamsikhel","Patan (Lalitpur), ",   Bagmati Zone,+977 1-5522626,8:00 AM - 10:30 PM,"Asian, International, Thai",Restaurant ,27.67659,85.311414,Tamarind Restro and Bar.jpg,"NPRÂ 5,535"
140,140,141,Achaar Ghar,"
Authentic Nepali Cuisine Restaurant with widest varieties of pickles. It also has a bar and a coffee shop with high speed internet.
","Jhamsikhel, Pulchowk, Lalitpur","Patan (Lalitpur), ",   Bagmati Zone,+977 1-5541952,11:30 AM - 9:45 PM,"Asian, Nepali, Vegetarian Friendly",Restaurant ,27.676278,85.31125,Achaar Ghar.jpg,NPRÂ 996
141,141,142,Yala Coffee,"
",Durbar square,"Patan (Lalitpur), ",   Bagmati Zone,+977 985-1148205,11:30 AM - 9:45 PM,,"Restaurant,Cafe ",27.673731,85.324582,Yala Coffee.jpg,NPRÂ 996
142,142,143,Wicked Spoon Fork and Rock,"
A new addition in the streets of Jhamel. Good food, good ambience, wicked experience ;)
",Jhamsikhel lalitpur,"Patan (Lalitpur) 00977, ",   Bagmati Zone,+977 55-222968,8:00 AM - 10:00 PM, Asian,"Restaurant,Bar, Pub ",27.676096,85.313089,Wicked Spoon Fork and Rock.jpg,NPRÂ 996
143,143,144,Si Taleju Restaurant and Bar,"
",Si Taleju Restaurant and Bar Durbar Square,"Patan (Lalitpur) 10202, ",   Bagmati Zone,+977 1-5538358,10:00 AM - 9:00 PM,"Nepali, Asian",Restaurant ,27.672517,85.324814,Si Taleju Restaurant and Bar.jpg,NPRÂ 996
144,144,145,Bakedn'fresh Cafe,"
We serve delightful breakfast, varieties of coffee, light lunches/ brunch, snacks, salads along with our special bakery items like fresh cookies, pastries, muffins, breads, ice-cream and also take birthday cake orders as per your need.
",,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5545448,7:00 AM - 8:00 PM,"Italian, British","Restaurant,Cafe ",36.088676,-95.903969,Bakedn'fresh Cafe.jpg,NPRÂ 996
145,145,146,Casa de Cass,"
",Harihar Bhawan,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5010100,8:00 AM - 9:00 PM,,Restaurant ,27.67997,85.315816,Casa de Cass.jpg,NPRÂ 996
146,146,147,Evoke Cafe & Bistro,"
EVOKE is more than just a coffee shop, EVOKE is your doorway into a space that will induce smells, colors, sounds and shapes of your mind's world. Evoke is to call upon or produce memories, feelings, emotions and ideas. Through artistry, imagination and dignity, we aim to create a vivid impression of reality and to build a vivacious world embodying good coffee, hope and positivity.
",Jhamsikhel Road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 985-1111051,8:00 AM - 9:00 PM,,"Restaurant,Cafe ",27.676561,85.310968,Evoke Cafe & Bistro.jpg,"NPRÂ 1,107"
147,147,148,Jalan Jalan Restaurant,"
",Kupondole Heights,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5544872,8:00 AM - 9:00 PM,,Restaurant ,27.685321,85.312999,Jalan Jalan Restaurant.jpg,"NPRÂ 1,107"
148,148,149,Ever Rest Cafe,"
Come to the Ever Rest cafe located in Jhamsikhel, the heart of Kathmandu, where a personal barista will serve you authentic organic coffee roasted in-house, and grown in the Himalayan region of Nepal. Enjoy our cozy atmosphere that offers you delightful coffee and homestyle meals. Our locally owned and managed cafe has free WiFi, and is the perfect place to come relax with friends. 8am-7pm daily.
",Jhamsikhel,"Patan (Lalitpur), ",   Bagmati Zone,+977 985-1026677,8:00 AM - 9:00 PM,"American, Brazilian, Pizza",Restaurant ,27.678428,85.310236,Ever Rest Cafe.jpg,NPRÂ 775
149,149,150,Walter's Mitho Mitho Restaurant,"
",Lagankhel Rd,"Patan (Lalitpur), ",   Bagmati Zone,55991723,8:00 AM - 9:00 PM,,Restaurant ,27.649199,85.305122,Walter's Mitho Mitho Restaurant.jpg,NPRÂ 775
150,150,151,GG MACHAAN,"
GG Machan is restaurant that serves foods and drinks with delicacy unlike other restaurants around. The unique atmosphere of the restaurant will transform your visit and transport you to the lap of nature. It is the concept of GG Machan to make your visit pleasant giving you an escape from the hustle of the town while you share your moments with your family and peers.
",Damkal Road,"Patan (Lalitpur) 00977, ",   Bagmati Zone,+977 1-5554291,12:00 PM - 10:00 PM," Asian, Contemporary","Restaurant,Bar  ",27.676244,85.314199,GG MACHAAN.jpg,"NPRÂ 1,107"
151,151,152,Sarang Bakery Cafe,"
Its a coffee shop with certified nepali jalpa oraganic beans coffee available with some bakery and other foods available.
","Mamaru Galli, Patan Durbar Square","Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 984-0143711,7:00 AM - 8:30 PM,,Restaurant ,27.673665,85.324508,Sarang Bakery Cafe.jpg,"NPRÂ 221 -
NPRÂ 554"
152,152,153,Moksh,"
",Jamshikel,"Patan (Lalitpur), ",   Bagmati Zone,5528362,10:00 AM - 11:00 PM,"Chinese, Pizza","Restaurant,Bar ",27.677347,85.311403,Moksh.jpg,"NPRÂ 221 -
NPRÂ 554"
153,153,154,Of Silk & Salt,"
Of silk & salt invites you to a culinary journey on the Silk Road. Our restaurant & coffee shop serves fusion food from middle eastern mezze to original asian recipes through revisited Nepalese classics. Selection of cocktail, beer and wine. Natural homemade food. No MSG. Vegetarian and non vegetarian food.
",,"Patan (Lalitpur), ",   Bagmati Zone,+977 981-3977726,8:00 AM - 9:00 PM,"Indian, Asian, Fusion",Restaurant ,40.623701,-111.827851,Of Silk & Salt.jpg,"NPRÂ 443 -
NPRÂ 886"
154,154,155,Cafe Aamu,"
After 27 Years of work on Human Rights issues, Ms Archana Tamang Lama Nepali wanted to fall back on something that would keep her close to three things she loves the most â€“Nepal, People and Cooking. Cafe Aamu was established on Bhadra 26, 2071 B.S to bring together the diverse young minds of Nepal to offer them delicious soul food and a creative space they could call a second home. Over the years, Cafe Aamu has evolved into a social and cultural hub for aspiring, pro-nation Nepalis of all ages, thus, enabling an environment for them to network professionally and to put their passions and capacities together to contribute towards our Swadesh and nation-building. Cafe Aamu is located physically at Krishna Galli, Patan but lives in the hearts of thousands of young people as part of the CafÃ© Aamu Family. Aamu serves authentic Eastern- Nepali food besides some dishes that could be termed Asian Fusion with â€œthat extra dash of loveâ€. The CafÃ© is not only about food alone. It constantly engages in events such as musical performances, and art exhibitions and is a convergence point for young aspiring artists; poets, film and video makers, photographers, journalists, lawyers, doctors, cosmetic surgeons, educators, architects, engineers, economists, designers, and other talents across the board. With a very strong and non negotiable belief in Dignity, people power and Social Transformation, CafÃ© Aamu, as a core value, engages in social and environmental causes- inclusion, disability, mental health, childrenâ€™s rights, human rights, education and gender justice among others. Every paisa of the profit made goes into working on these issues till now.
",Krishna Gali,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5520886,10:30 AM - 11:30 PM,"Asian, Nepali",Restaurant Details,27.67996,85.318272,Cafe Aamu.jpg,"NPRÂ 332 -
NPRÂ 554"
155,155,156,Otafuku okonomiyaki,"
",Kupandol,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5535035,10:30 AM - 11:30 PM,Japanese,Restaurant,27.685698,85.31265,Otafuku okonomiyaki.jpg,"NPRÂ 332 -
NPRÂ 554"
156,156,157,Bunker Hill Pub,"
Bunker Hill Pub & Grill in Lalitpur is famous for its international beers and pub grubs. A genuine pub atmosphere. Only Pub In Lalitpur. Grill, food, local pints, music, sports, live music, cocktails. Only place to organize QUIZ NIGHT (every Wednesday 6 pm onwards).
",Kupondole Heights Road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 984-9053147,11:00 AM - 11:00 PM,"Indian, Mediterranean, Asian",Restaurant ,27.685616,85.312698,Bunker Hill Pub.jpg,"NPRÂ 221 -
NPRÂ 554"
157,157,158,Keventers,"
",Labim Mall,"Patan (Lalitpur) 44600, ",   Central Region,#NAME?,11:00 AM - 11:00 PM,British,Restaurant ,27.677149,85.317018,Keventers.jpg,"NPRÂ 221 -
NPRÂ 664"
158,158,159,Cafe Du Temple,"
",Patan Durbar Square,"Patan (Lalitpur), ",   Bagmati Zone,5527127,8:00 AM - 9:00 PM," Nepali, Asian","Restaurant,Cafe ",27.673964,85.32541,Cafe Du Temple.jpg,"NPRÂ 221 -
NPRÂ 664"
159,159,160,Otafuku Japanese Cuisine and Lounge Bar,"
",,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5012000,8:00 AM - 9:00 PM,Japanese,Restaurant ,40.729605,-73.988464,Otafuku Japanese Cuisine and Lounge Bar.jpg,"NPRÂ 221 -
NPRÂ 664"
160,160,161,Otafuku Japanese Cuisine and Lounge Bar,"
",,"Patan (Lalitpur) 70021, ",   Bagmati Zone,+977 1-5012000,8:00 AM - 9:00 PM,Japanese,Restaurant,40.729605,-73.988464,Otafuku Japanese Cuisine and Lounge Bar.jpg,"NPRÂ 221 -
NPRÂ 664"
161,161,162,Marronnier Restarurant,"
Marronnier Restaurant is located in Harihar Bhawan, Lalitpur.We have been the most popular restaurant among Japanese people here because of the taste and atmosphere. We provie you westernaized Japanese food like Hamburg Steak, Shrimp Fry as well as hearty services. We are looking forward to welcome you in our restaurant.
","Harihar Bhawan, Pulchowk-3","Patan (Lalitpur) 10536, ",   Bagmati Zone,+977 1-5520527,8:00 AM - 9:00 PM,European,Restaurant ,27.678837,85.318266,Marronnier Restarurant.jpg,"NPRÂ 221 -
NPRÂ 664"
162,162,163,The Yellow House,"
",Milap Road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5522078,8:00 AM - 9:00 PM,,Restaurant ,27.682583,85.305532,The Yellow House.jpg,"NPRÂ 221 -
NPRÂ 664"
163,163,164,Bikalpa Art Cafe & Bar,"
A place to share experiences where art and businesses collide in a great atmosphere. Made for and by digital nomads, people with strong sustainable consciousness, proactive and very social online. BIKALPA CENTER organises events that will bring you in contact with inspiring individuals and companies, in order to exchange interesting ideas, products and life lessons. Wide range of drinks, focused on a flagship product (beers, wine, whiskies or cocktails), on a great outdoor garden or at our lounge bar listening to amazing music. Everything is taken into account. The materials are plastic-free, and you will always be served by the local-knowledgeable community, veg or non-veg available anytime. Its unique design and eco-friendly food encourage residents to join and enjoy Simple, affordable craft cuisine delivers quality and uniqueness to the warm atmosphere.
",Pulchowk-3,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 985-1147776,10:00 AM - 11:00 PM,Nepali,"Restaurant,Bar, Cafe ",27.679149,85.315942,Bikalpa Art Cafe & Bar.jpg,"NPRÂ 221 -
NPRÂ 664"
164,164,165,Temptino Restaurant,"
",Jhamsikhel Road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5522708,11:00 AM - 9:00 PM,"Italian, Vegetarian Friendly",Restaurant ,27.675961,85.314185,Temptino Restaurant.jpg,"NPRÂ 221 -
NPRÂ 664"
165,165,166,Le Mirch,"
",,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5527437,11:00 AM - 9:00 PM,Indian,Restaurant Details,38.913737,-77.04607,Le Mirch.jpg,"NPRÂ 221 -
NPRÂ 664"
166,166,167,Pink Salt by Vesper,"
","Sainbu, Bhaisepati - Avas Gate","Patan (Lalitpur), ",   Bagmati Zone,+977 1-5591284,12:00 PM - 9:30 PM,"Italian, Mediterranean, Contemporary",Restaurant Details,27.653385,85.305804,Pink Salt by Vesper.jpg,"NPRÂ 221 -
NPRÂ 1,550"
167,167,168,Phalano Coffeeghar,"
Phalano Organic Coffee (NASAA certified Himalayan Arabic) In Every Sip Of Coffee You Drink, You Will Find The Taste Of Local Nepalese Organic Coffee; It means you will put the smile in our small local farmers.
",Pulchowk Rd,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5534555,7:00 AM - 9:00 PM,"Italian, Indian, Nepali","Restaurant, Cafe ",27.679254,85.316841,Phalano Coffeeghar.jpg,"NPRÂ 1,661"
168,168,169,Higher Ground Bakery & Cafe,"
",,"Patan (Lalitpur), ",   Bagmati Zone,5528505,7:00 AM - 8:00 PM,,Restaurant ,27.670219,85.308841,Higher Ground Bakery & Cafe.jpg,"NPRÂ 1,661"
169,169,170,Old House Cafe,"
",Durbar Square,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5555027,7:00 AM - 8:00 PM,,Restaurant ,43.077338,-70.757577,Old House Cafe.jpg,"NPRÂ 1,661"
170,170,171,Roadhouse Pizzeria,"
we have a wide selection of Pasta, pizzas and other tasty artisan snacks along with carefully selected wine lists. We are located in the second floor in Labim mall.
",Pulchowk gabahal road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5536374,11:00 AM - 10:00 PM,"Pizza, Italian",Restaurant ,27.677314,85.317003,Roadhouse Pizzeria.jpg,"NPRÂ 775 -
NPRÂ 1,549"
171,171,172,Jireh Cafe,"
",Bhaisepati Awas,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5592102,11:00 AM - 10:00 PM,,Restaurant,27.652638,85.302658,Jireh Cafe.jpg,"NPRÂ 775 -
NPRÂ 1,549"
172,172,173,Crema,"
",_______,"Patan (Lalitpur), ",   Bagmati Zone,+977 982-3100030,11:00 AM - 10:00 PM,,Restaurant ,0,0,Crema.jpg,"NPRÂ 775 -
NPRÂ 1,549"
173,173,174,Thai Ghar,"
An authentic Thai Restaurant serving you with one of the best cuisines cooked by the Thai Chef Mrs. Yao. The restaurant is good for party, gathering, celebration and other occasions. Serves best for the family or the friends with ample parking space and option of open or closed seating arrangement. The restaurant also consist of the separate sitting arrangement for the non smokers.
",Jhamsikhel,"Patan (Lalitpur) 44700, ",   Bagmati Zone,+977 1-5548925,11:00 AM - 10:00 PM,Thai,Restaurant ,27.676885,85.311896,Thai Ghar.jpg,"NPRÂ 332 -
NPRÂ 1,550"
174,174,175,Cafe de Temple,"
",Durbar Square,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5527127,11:00 AM - 10:00 PM, Nepali,"Restaurant,Café",27.673964,85.32541,Cafe de Temple.jpg,"NPRÂ 332 -
NPRÂ 1,550"
175,175,176,Umi Fine Dine,"
Umi Restaurant and Lounge Bar is an ideal place serving International standard food with good ambiance. It is the one of the top multi-cuisine fine dining restaurants in Nepal. Umi is an internationally renowned restaurant group, multinational chain restaurants, opened new restaurant in quiet city in Bakhundole, Pulchowk. It is located nearby Jhamsikhel, opposite site from Pulchowk Eng College.
",Bakhundole,"Patan (Lalitpur) 44611, ",   Bagmati Zone,+977 1-5521231,11:00 AM - 10:00 PM,"Italian, Japanese, Indian",Restaurant ,42.398325,-71.26237,Umi Fine Dine.jpg,"NPRÂ 443 -
NPRÂ 4,428"
176,176,177,Mango Chili Thai Cafe,"
Mango Chili Thai Cafe, A journey from Bangkok to Kathmandu. Come Join us in our venture of serving delicious Thai Cuisine
",Pulchowk,"Patan (Lalitpur) 00977, ",   Bagmati Zone,+977 1-5538846,11:00 AM - 10:00 PM,Thai,Restaurant ,27.677285,85.317011,Mango Chili Thai Cafe.jpg,NPRÂ 554
177,177,178,Laya Layeku Kitchen,"
",,"Patan (Lalitpur), ",   Bagmati Zone,5551254,11:00 AM - 10:00 PM,"Asian, Tibetan, Nepali",Restaurant ,27.673957,85.324683,Laya Layeku Kitchen.jpg,NPRÂ 554
178,178,179,Cafe de Maayaa,"
",Patan Durbar Square,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5522108,11:00 AM - 10:00 PM,,Restaurant,27.675277,85.32597,Cafe de Maayaa.jpg,NPRÂ 554
179,179,180,Beers N' Cheers,"
Pub serving variety of local and imported beers and spirit.
",Jhamsikhel,"Patan (Lalitpur) 10202, ",   Bagmati Zone,+977 1-5524860,11:00 AM - 10:00 PM,,"Restaurant,Pub ",27.678423,85.312181,Beers N' Cheers.jpg,"NPRÂ 221 -
NPRÂ 554"
180,180,181,Dalle,"
","Labim Mall, Pulchowk","Patan (Lalitpur), ",   Bagmati Zone,+977 1-5535168,11:00 AM - 10:00 PM,,Restaurant,27.677149,85.317018,Dalle.jpg,"NPRÂ 221 -
NPRÂ 554"
181,181,182,Sam's Cafe,"
",Ekantakuna,"Patan (Lalitpur) 44600, ",   Bagmati Zone,9775000016,8:30 AM - 8:00 PM,"American, Asian, Nepali",Restaurant ,27.669737,85.309556,Sam's Cafe.jpg,"NPRÂ 332 -
NPRÂ 554"
182,182,183,Siddhartha Cottage,"
",,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5153681,8:30 AM - 8:00 PM,"Chinese, Indian",Restaurant ,27.674906,85.303012,Siddhartha Cottage.jpg,"NPRÂ 332 -
NPRÂ 554"
183,183,184,Ageno - the hestia,"
",Dhobighat,"Patan (Lalitpur), ",   Bagmati Zone,+977 1-5538106,8:30 AM - 8:00 PM,,Restaurant,0,0,Ageno - the hestia.jpg,"NPRÂ 332 -
NPRÂ 554"
184,184,185,Hermann Helmers German Bakery,"
",Jhamsekhel Road,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5524900,8:30 AM - 8:00 PM,,Restaurant,27.678331,85.312589,Hermann Helmers German Bakery.jpg,"NPRÂ 332 -
NPRÂ 554"
185,185,186,Amore Gelato,"
",,"Patan (Lalitpur) 44600, ",   Bagmati Zone,+977 1-5524376,11:00 AM - 9:30 PM,,Restaurant,39.744378,-104.990873,Amore Gelato.jpg,"NPRÂ 332 -
NPRÂ 554"
