,Unnamed: 0,Number,P_Name,Desc,locality,District,Zone,Contact_No,Openig_Time,Popular_for,Category,Latitude,Longitude,img_path,Charge
112,143,144,Hotel Utse,,"Jyatha, Thamel,Jyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Non-Smoking Rooms,Airport Transportation,Suites,Kitchenette,Concierge,Dry Cleaning,Rooftop Terrace,Self-Serve Laundry,Shuttle Bus Service,Breakfast included,Pool",Kathmandu Hotels,27.712225,85.312303,Hotel Utse.jpg,"NPR†3,757 - NPR†5,525 (Based on Average Rates for a Standard Room) "
113,144,145,327 Thamel Hotel,"327 Thamel Hostel is a boutique establishment for all travelers in Nepal. We bring style and service under one roof, which is a work to achieve in Nepal. We are located at the very heart of tourist district of ...More327 Thamel Hostel is a boutique establishment for all travelers in Nepal. We bring style and service under one roof, which is a work to achieve in Nepal. We are located at the very heart of tourist district of ...MoreThamel near all shops and eateries. We are right in the middle of all the action Kathmandu has to offer. We have 6 private rooms and 48 hostel beds. All the rooms are named after major cities of Nepal thus offering not only service but also educational informations. We have a fun and diverse crew, most of who hails from different ethnic backgrounds. We also have a travel desk where we are happy to help you plan trips and book tickets for onward travel. Our cafe and restaurant on the ground floor offers western breakfast and Korean food from 7am to 10pm. There is free Wi-Fi running smoothly throughout the entire building. Check-in after 12pm and check-out before 12pm. We have a 24-hour front desk and secure lockers for dorms. Less","327/32 Thamel Marg,327/32 Thamel MargThamel-29","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Restaurant,Airport Transportation,Laundry Service,Rooftop Terrace,Air Conditioning,Pool,Non-Smoking Hotel,Suites,Fitness center,Kitchenette,Pets Allowed",Kathmandu B&Bs / Inns,27.713443,85.311005,327 Thamel Hotel.jpg,"NPR†3,757 - NPR†5,525 (Based on Average Rates for a Standard Room) "
114,145,146,Kathmandu Sunny Hotel,"Kathmandu Sunny hotel situated at Paknajol Thamel. It is 5 KM from International Airport and 5 minutes walking distance from tourist bus park. We have 6 rooms deluxe with balcony TV, A/C with all spacious ...MoreKathmandu Sunny hotel situated at Paknajol Thamel. It is 5 KM from International Airport and 5 minutes walking distance from tourist bus park. We have 6 rooms deluxe with balcony TV, A/C with all spacious ...Moreand 4 standard rooms with all modern aminities. We serve all the room with daily standard breakfast. We assured you for your comfortable stay with family environment and Nepalese hospitality. Less","Paknajol,Paknajol","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Business Center,Laundry Service,Room Service",Kathmandu B&Bs / Inns,27.718084,85.308487,Kathmandu Sunny Hotel.jpg,"NPR†3,757 - NPR†5,525 (Based on Average Rates for a Standard Room) "
115,147,148,Dondrub Guest House,,"Shramik Marg, Boudha,Shramik Marg, BoudhaBoudha Arab Bank","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Suites,Shuttle Bus Service",Kathmandu B&Bs / Inns,27.723837,85.366249,Dondrub Guest House.jpg,"NPR†1,879 - NPR†2,873 (Based on Average Rates for a Standard Room) "
116,148,149,Cocina Mitho Chha,,"Lazimpat, next to Danish Embassy,Lazimpat, next to Danish Embassy","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Restaurant,Airport Transportation,Family Rooms,Bar/Lounge,Laundry Service,Star rating provided by Expedia.2 Star Hotel ",Kathmandu B&Bs / Inns,27.722344,85.322396,Cocina Mitho Chha.jpg,"NPR†3,978 - NPR†4,973 (Based on Average Rates for a Standard Room) "
117,149,150,Hotel Bravo,,"Paknajol, Kaldhara,Paknajol, Kaldhara","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Family Rooms, Laundry Service , Shuttle Bus Service ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.717159,85.307788,Hotel Bravo.jpg,"NPR†1,326 - NPR†3,978 (Based on Average Rates for a Standard Room) "
118,151,152,Hotel Bright Star,,"Ga Hiti Marg, Thamel,Ga Hiti Marg, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Airport Transportation,Free Parking,Family Rooms,Concierge,Laundry Service",Kathmandu B&Bs / Inns,27.717264,85.312529,Hotel Bright Star.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
119,153,154,Highlander Inn,,"Chaksibari, Thamel,Chaksibari, ThamelThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Kitchenette,Concierge,Dry Cleaning,Rooftop Terrace",Kathmandu B&Bs / Inns,27.715006,85.309971,Highlander Inn.jpg,"NPR†1,768 - NPR†4,973 (Based on Average Rates for a Standard Room) "
120,154,155,Hotel Ambassador by ACE Hotels,"Hotel Ambassador is a deluxe hotel with 37 years of rich history & service experience. Guests can enjoy spectacular view of Kathmandu valley at the stunning rooftop restaurant and bar on the 9th floor. ...MoreHotel Ambassador is a deluxe hotel with 37 years of rich history & service experience. Guests can enjoy spectacular view of Kathmandu valley at the stunning rooftop restaurant and bar on the 9th floor. ...MoreTastefully designed new rooms make this iconic hotel, the perfect place to stay in the heart of Kathmandu city. Hotel Ambassador was first established in 1960s as apartments for diplomats of British Embassy. In 1978, with its growing popularity and growth of tourism in Nepal, it was converted into full fledge 40 room hotel. Finally, in 2013, the hotel was dismantled and completely rebuilt to fully upgrade to offer a brand new experience to its existing and future guests. The iconic deluxe hotel is located in Lazimpat, the heart of the diplomatic enclave of Kathmandu, close to the British & Indian Embassy. Lazimpat is an extremely characteristic, historic and lively area within a short walking distance to all major tourist sites: The royal palace (Kings' Way), The City Museum & Thamel. Less","Lazimpat,Lazimpat","Kathmandu 44600, ",Bagmati Zone,01-4442726,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant, Airport Transportation , Room Service , Suites , Bar/Lounge , Concierge , Wheelchair access , Business Center , Dry Cleaning ",Kathmandu Hotels,27.718791,85.317531,Hotel Ambassador by ACE Hotels.jpg,"NPR†1,768 - NPR†4,973 (Based on Average Rates for a Standard Room) "
121,155,156,Fairfield by Marriott Kathmandu,,"Tridevi Marg,Tridevi MargKMC- 29, Thamel","Kathmandu 44600, ",Bagmati Zone,00 1 844-631-0595,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation, Room Service , Family Rooms , Bar/Lounge , Fitness center , Concierge , Wheelchair access , Business Center , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu Hotels,27.71548,85.314328,Fairfield by Marriott Kathmandu.jpg,"NPR†9,725 - NPR†13,372 (Based on Average Rates for a Standard Room) "
122,156,157,Hotel Arts Kathmandu,"Hotel Arts Kathmandu established in January 2016 is located in the heart of Thamel which is the main tourist area in Kathmandu. Thamel has been the center of tourist industry in Kathmandu for decades starting ...MoreHotel Arts Kathmandu established in January 2016 is located in the heart of Thamel which is the main tourist area in Kathmandu. Thamel has been the center of tourist industry in Kathmandu for decades starting ...Morefrom the hippie days. Thamel is famous for its narrow alleys crowded with various handicrafts, souvenirs, trekking gears, pashmina shops and many popular restaurants which serve traditional and continental cuisines. Hotel Arts Kathmandu has been named to promote local arts and provide common interactive art platform for Nepali Artists promoting their best artworks and talent to the world. We encourage hidden talents amongst the artists by appreciating and respecting their work and promoting worldwide. The artworks from different artists have been displayed in rooms and corridor areas to give unique experience to the guests which can be bought upon their interest. We contribute 5% of total revenue from its sale to artists and such institutions to encourage emerging artists. Hotel Arts Kathmandu is considered to be the best hotel in Thamel committed to offer impeccable services and the best amenities for our guests. The hotel building structure is designed conforming to the national building code and guidelines with particular emphasis on seismic resistant features. Our well trained staffs are committed to provide good hospitality at its best to ensure convenient and comfortable stay. The hotel's 60 luxurious guestrooms are designed for a comfort stay comprising of various cultural arts and modern decors. Each room features a private bathroom and a small balcony, as well as spacious work desks with high speed internet access, LED television with satellite and cable connection, room safety deposit locker and a private mini bar. Complimentary WIFI is available throughout the hotel for comfort of all the guests and to reach anywhere in the world. The hotel's exciting Arts Caf√© Restaurant & Bar with open kitchen offers a multi cuisine food & beverage from all around the world ensuring the perfect dining experience. The hotel also has stimulating Terrace Garden and Bar with 360 degree view of Kathmandu valley along with meeting and conference facilities. Less","Chaksibari Marg,Chaksibari MargThamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Concierge,Spa,Wheelchair access,Business Center, Dry Cleaning , Rooftop Terrace ",Kathmandu Hotels,27.715913,85.310414,Hotel Arts Kathmandu.jpg,"NPR†9,725 - NPR†13,372 (Based on Average Rates for a Standard Room) "
123,158,159,Bodhi Boutique Hotel,,",Chhusya Galli, Jyatha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Airport Transportation",Kathmandu Hotels,27.711858,85.313198,Bodhi Boutique Hotel.jpg,"NPR†3,315 - NPR†5,525 (Based on Average Rates for a Standard Room) "
124,163,164,Rama Inn Boutique Home,,"117/40 Lal Durbar Marg,117/40 Lal Durbar Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service, Concierge , Dry Cleaning ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.712638,85.320114,Rama Inn Boutique Home.jpg,"NPR†4,641 - NPR†6,631 (Based on Average Rates for a Standard Room) "
125,164,165,Paradise Guest House,,"Paknajol Street,Paknajol StreetNear Sourokhutte Police Station","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Restaurant,Airport Transportation,Room Service,Concierge, Pets Allowed , Business Center , Laundry Service , Shuttle Bus Service ",Kathmandu B&Bs / Inns,27.717495,85.309066,Paradise Guest House.jpg,"NPR†1,105 - NPR†2,652 (Based on Average Rates for a Standard Room) "
126,168,169,Classic Nepal Hotel,,"Paknajol Marg,Paknajol Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.716203,85.307908,Classic Nepal Hotel.jpg,"NPR†1,437 - NPR†2,763 (Based on Average Rates for a Standard Room) "
127,176,177,Karma Boutique Hotel,"A stylish and serene small boutique hotel tucked away in a quiet east of Thamel suburb, with an excellent rooftop restaurant and personal service. Discover & book the best luxury holiday accommodation around ...MoreA stylish and serene small boutique hotel tucked away in a quiet east of Thamel suburb, with an excellent rooftop restaurant and personal service. Discover & book the best luxury holiday accommodation around ...MoreThamel that are perfect for couples, groups, families. Karma Boutique Hotel has 12 luxuriously appointed rooms, many with classic Tibetan style. Less","Jyatha, Thamel,Jyatha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Airport Transportation,Suites,Multilingual Staff,Laundry Service,Room Service",Kathmandu Hotels,27.712005,85.312883,Karma Boutique Hotel.jpg,"NPR†2,210 - NPR†3,426 (Based on Average Rates for a Standard Room) "
128,177,178,Kathmandu Cityhill Studio Apartment,,"Dyabu Marg, Galkopakha, Thamel,Dyabu Marg, Galkopakha, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Non-Smoking Rooms,Airport Transportation,Room Service,Family Rooms,Kitchenette, Pets Allowed , Dry Cleaning , Self-Serve Laundry ,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.720859,85.312121,Kathmandu Cityhill Studio Apartment.jpg,"NPR†2,431 - NPR†3,315 (Based on Average Rates for a Standard Room) "
129,180,181,Dreamland Eco Hostel,"Come and heal in Dreamland Eco Hostel (local community project) surrounded by the quiet and spiritual hills of Ramkot ‚Äì 7 km outside Kathmandu. Whether you are a backpacker or a budget traveler, come and experience a ...MoreCome and heal in Dreamland Eco Hostel (local community project) surrounded by the quiet and spiritual hills of Ramkot ‚Äì 7 km outside Kathmandu. Whether you are a backpacker or a budget traveler, come and experience a ...Morenew level of comfort in a hostel out in the nature. Wake up to the sunrise and stunning view. Enjoy our yoga and meditation classes in the nature. You have got opportunities to do volunteering. Less","Ramkot,Ramkot7km away from Thamel and 3km from the Monkey Temple","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Pool,Non-Smoking Rooms,Restaurant,Airport Transportation,Family Rooms,Bar/Lounge,Self-Serve Laundry",Hostels in Kathmandu,27.726299,85.252539,Dreamland Eco Hostel.jpg,"NPR†3,978 - NPR†4,973 (Based on Average Rates for a Standard Room) "
130,181,182,Mitra Garden Inn,,"Samjhana Street Samjhana Street Thamel,Samjhana Street Samjhana Street Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Airport Transportation",Kathmandu Lodges,27.715634,85.31103,Mitra Garden Inn.jpg,"NPR†1,105 - NPR†1,768 (Based on Average Rates for a Standard Room) "
131,182,183,Un Dia Blanco Eco Inn,,"6 Boudhanath,6 Boudhanath","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Multilingual Staff",Kathmandu B&Bs / Inns,27.724242,85.358579,Un Dia Blanco Eco Inn.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
132,183,184,Nepal Apartment & Hotel,,"Paknajol Marga,Paknajol Marga","Kathmandu 7666, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Non-Smoking Hotel,Airport Transportation,Suites,Kitchenette,Concierge, Dry Cleaning ",Kathmandu B&Bs / Inns,28.394857,84.124008,Nepal Apartment & Hotel.jpg,"NPR†1,437 - NPR†5,857 (Based on Average Rates for a Standard Room) "
133,184,185,Eco Homestay,Eco Homestay Nepal is one of the best homestays located in a peaceful location of Kathmandu. ...MoreEco Homestay Nepal is one of the best homestays located in a peaceful location of Kathmandu. ...MoreLess,"Banasthali, Balaju,Banasthali, Balaju","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Kitchenette,Pets Allowed,Wheelchair access,Shuttle Bus Service",Kathmandu B&Bs / Inns,27.730146,85.297416,Eco Homestay.jpg,"NPR†1,437 - NPR†5,857 (Based on Average Rates for a Standard Room) "
134,185,186,Family Peace House,"The Family Peace House is located in a quiet and tranquil area of Paknajol, directly adjacent to Thamel, the main backpacker‚Äôs heaven. We have 17 rooms in total with either en-suite or shared bathrooms, ...MoreThe Family Peace House is located in a quiet and tranquil area of Paknajol, directly adjacent to Thamel, the main backpacker‚Äôs heaven. We have 17 rooms in total with either en-suite or shared bathrooms, ...Moresome have a private balcony, and all have a TV, fan, and heating in the winter. We have cosy garden and a restaurant with a variety of local and international dishes. From the roof top you have a view of the Kathmandu vallley including the Nagarjun Forest, the world heritage monument Swayambhunath ( Monkey Temple), Ganesh Himal, Gaurishankhar and Langtang Himal. We pride ourselves on cleanliness, comfort and friendliness. Less","Paknajol,PaknajolThamel","Kathmandu 977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Family Rooms,Meeting Rooms,Laundry Service,Rooftop Terrace,Free Parking,Pool,Room Service",Kathmandu B&Bs / Inns,27.718053,85.308366,Family Peace House.jpg,"NPR†1,437 - NPR†5,857 (Based on Average Rates for a Standard Room) "
135,186,187,Simrika Homes,,"Lekhanath Marg,Lekhanath Marg","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Family Rooms,Pets Allowed,Business Center,Laundry Service,Shuttle Bus Service",Kathmandu B&Bs / Inns,27.718699,85.311778,Simrika Homes.jpg,"NPR†1,105 - NPR†1,326 (Based on Average Rates for a Standard Room) "
136,187,188,Shangrila Lodge,,"Samjhana Street Thamel,Samjhana Street Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast Available,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Suites,Kitchenette,Wheelchair access,Business Center,Laundry Service,Shuttle Bus Service",Kathmandu Lodges,27.715676,85.311164,Shangrila Lodge.jpg,"NPR†1,105 - NPR†1,768 (Based on Average Rates for a Standard Room) "
137,188,189,Kathmandu Mantra Home,,"Z Street, Thamel,Z Street, Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Air Conditioning,Non-Smoking Hotel,Airport Transportation,Suites,Concierge, Business Center , Dry Cleaning , Shuttle Bus Service ,Star rating provided by Expedia.1 Star Hotel ",Kathmandu Hotels,27.716806,85.309487,Kathmandu Mantra Home.jpg,"NPR†1,105 - NPR†3,315 (Based on Average Rates for a Standard Room) "
138,189,190,Hotel Devachan,"Hotel Devachan was initially established to cater the need of friends of Nakul that he had established and maintained throughout his 20 year long career in Tourism. Sticking with minimum occupancy needed to run ...MoreHotel Devachan was initially established to cater the need of friends of Nakul that he had established and maintained throughout his 20 year long career in Tourism. Sticking with minimum occupancy needed to run ...Morehotel, Hotel Devachan can provide facility to maximum of 10 guests at a time. Guest can enjoy delicious food and serene environment of Nakul‚Äôs family in the facility. Less","202 Phurkesalla Marg,202 Phurkesalla MargBhijeshwori","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Concierge,Pets Allowed,Dry Cleaning,Breakfast included,Pool,Suites",Kathmandu B&Bs / Inns,40.721209,-73.998953,Hotel Devachan.jpg,"NPR†1,105 - NPR†3,315 (Based on Average Rates for a Standard Room) "
139,190,191,Be Here Now,"Be Here Now is new Guest House in Kathmandu with specialties like central location, large sized rooms with modern comforts and family environment in a serene location. ...MoreBe Here Now is new Guest House in Kathmandu with specialties like central location, large sized rooms with modern comforts and family environment in a serene location. ...MoreLess","Ropeway Sadak,Ropeway Sadak","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Restaurant,Airport Transportation,Room Service,Fitness center,Kitchenette",Kathmandu Specialty Lodging,27.720477,85.293117,Be Here Now.jpg,"NPR†1,105 - NPR†3,315 (Based on Average Rates for a Standard Room) "
140,191,192,King's Land Hotel,,"29 Bhagawatisthan Thamel,29 Bhagawatisthan Thamel","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Non-Smoking Rooms,Airport Transportation,Laundry Service,Restaurant,Room Service,Star rating provided by Expedia.2 Star Hotel ",Kathmandu B&Bs / Inns,27.716195,85.311106,King's Land Hotel.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
141,192,193,OYO 11468 Kathmandu Embassy Hotel,"Upper End Budget / Mid Range Hotel. All Bedrooms have A/C (Hot & Cold), Flat Screen Satellite TV, En-Suite Bathrooms with Western Style Toilets, Some with Bathtubs, Some with Showers, All with Hot & Cold ...MoreUpper End Budget / Mid Range Hotel. All Bedrooms have A/C (Hot & Cold), Flat Screen Satellite TV, En-Suite Bathrooms with Western Style Toilets, Some with Bathtubs, Some with Showers, All with Hot & Cold ...MoreWater. All Beds have Extra Comfortable Mattresses. Some Rooms have Private Balconies. 24 Hours Reception. Roof Terrace with Sun Room Restaurant where Breakfasts (Included in Room Price) as well as other meals are served (Meals can also be taken in ground floor lounge if clients prefer) 24 Hours Room Service available via reception Beautiful Garden with seating and sun umbrellas Conference room Available. Less","Lazimpat Rd,Lazimpat RdSurya Mukhi Marga","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Air Conditioning,Non-Smoking Hotel,Restaurant,Free Airport Transportation,Room Service,Suites,Bar/Lounge,Multilingual Staff,Conference Facilities,Laundry Service",Kathmandu B&Bs / Inns,27.722621,85.32026,OYO 11468 Kathmandu Embassy Hotel.jpg,"NPR†1,105 - NPR†1,658 (Based on Average Rates for a Standard Room) "
142,193,194,Kathmandu Merry Hotel,,"Paryatan Marg,Paryatan MargThamel","Kathmandu 00977, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,,Kathmandu B&Bs / Inns,27.714894,85.310536,Kathmandu Merry Hotel.jpg,"NPR†1,658 - NPR†2,873 (Based on Average Rates for a Standard Room) "
143,194,195,Om Tara Guest House,,"Near JP Road,Near JP Road","Kathmandu 5034, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Rooftop Terrace",Kathmandu B&Bs / Inns,27.712422,85.311178,Om Tara Guest House.jpg,"NPR†1,105 - NPR†1,547 (Based on Average Rates for a Standard Room) "
144,195,196,Hotel Metropolitan Kantipur,,"Paknajol,Paknajol","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Dry Cleaning,Shuttle Bus Service,Free Parking",Kathmandu B&Bs / Inns,27.715099,85.307889,Hotel Metropolitan Kantipur.jpg,"NPR†1,547 - NPR†2,763 (Based on Average Rates for a Standard Room) "
145,196,197,Hotel Rising Home,,"Rayamajhi Marga Nayabazar,Rayamajhi Marga Nayabazar","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Star rating provided by Expedia.3 Star Hotel ",Kathmandu B&Bs / Inns,27.722073,85.310396,Hotel Rising Home.jpg,"NPR†1,105 - NPR†1,437 (Based on Average Rates for a Standard Room) "
146,197,198,Magic Nepal Home Stay,,"22 Patan Dhoka, Ashok Hall. Nyadhal,22 Patan Dhoka, Ashok Hall. Nyadhal","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Airport Transportation,Concierge,Dry Cleaning,Shuttle Bus Service,Babysitting",Kathmandu B&Bs / Inns,27.677848,85.322679,Magic Nepal Home Stay.jpg,"NPR†2,431 - NPR†2,763 (Based on Average Rates for a Standard Room) "
147,198,199,Hostel Himalaya,"Your stay at Hostel Himalaya is as same as your second home located in the peaceful environment just about 7 min far by footing from Thamel. Our main motto is to provide the service to the volunteer as well as other ...MoreYour stay at Hostel Himalaya is as same as your second home located in the peaceful environment just about 7 min far by footing from Thamel. Our main motto is to provide the service to the volunteer as well as other ...Moretourist visitors (short term and long term stay) in Nepal. Room with safe locker, free internet, restaurant and bar, parking, currency exchange, laundry, travel service, etc. Less",",Sorakhutte, Bahati Pokhari, Naya Bazaar","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast Available,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Bar/Lounge,Wheelchair access,Business Center,Laundry Service,Shuttle Bus Service",Hostels in Kathmandu,27.71895,85.309467,Hostel Himalaya.jpg,"NPR†2,431 - NPR†2,763 (Based on Average Rates for a Standard Room) "
148,199,200,The Museum,,"Panipokhari, Le Sherpa Farmers Market,Panipokhari, Le Sherpa Farmers Market","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Restaurant",Kathmandu B&Bs / Inns,27.731457,85.327662,The Museum.jpg,"NPR†2,542 - NPR†6,520 (Based on Average Rates for a Standard Room) "
149,200,201,Hotel Dhargye Khangsar,"Hotel Dhargye Khangsar offers the unparalleled comforts of home with best of Tibetan tradition of hospitality to all our guest.  ...MoreHotel Dhargye Khangsar offers the unparalleled comforts of home with best of Tibetan tradition of hospitality to all our guest.  ...MoreWe are located just 3 minutes walk from Boudhanath Stupa.  Inspired by guest's need to have comfortable sized rooms, all our 14 rooms and 4 apartments are the largest in their respective class.Our Rooms have a  touch of good elements creating an ambiance that is warm and yet modern.  Among the many hotels in Boudhanath, We are one of the few to be owned and operated by the family as believe that quality personal service can only be achieved by being involved personally.  We are always ready and happy to help our guest by suggesting and planning daily tours of Kathmandu to see all the sights you are interested in.  We have a fantastic little restaurant on the 1st floor and Roof top Restaurant which will delight you and make your taste buds dance with joy. More importantly, our staffs at Hotel Dhargye Khangsar endeavours to serve every guest with atmost respect and care, to ensure each stay is as comfortable homely as possible.  Our Hotel welcomes you to the experience home in the heart of Himalaya near to the Holy Boudhanath stupa. Less","Boudha Pulbari,Boudha PulbariNear White Monastery","Kathmandu 09771, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Free Parking,Breakfast included,Non-Smoking Rooms,Restaurant,Airport Transportation,Room Service,Suites,Bar/Lounge,Dry Cleaning",Kathmandu B&Bs / Inns,27.724154,85.36169,Hotel Dhargye Khangsar.jpg,"NPR†2,542 - NPR†6,520 (Based on Average Rates for a Standard Room) "
150,201,202,Hotel Namtso,,"Amrit Marg,Amrit MargJyatha","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Breakfast included,Non-Smoking Hotel,Restaurant,Airport Transportation,Room Service,Suites,Laundry Service",Kathmandu B&Bs / Inns,27.712585,85.312096,Hotel Namtso.jpg,"NPR†1,658 - NPR†2,873 (Based on Average Rates for a Standard Room) "
151,202,203,Hotel Royal Suite,,"Z Street,Z Street","Kathmandu 44600, ",Bagmati Zone,Not Available,9:00 A.M. - 9:00 P.M,",Free Wifi,Air Conditioning",Kathmandu B&Bs / Inns,27.71678,85.309962,Hotel Royal Suite.jpg,"NPR†2,763 - NPR†8,067 (Based on Average Rates for a Standard Room) "
